video_name,label_str,activity,group,max_tilt,delta_tilt,min_h_w_ratio,delta_h_w_ratio,weighted_tilt,weighted_velocity,weighted_ground_proximity,depth_drop,depth_variance,depth_range,stage3_fall_prob,LABEL
video000118,no_fall,bed,nf_raw_b_2,18.420053,0.005044,1.815905,0.001631,18.276162,-0.000266,0.915566,-0.008442,0.001258,0.108045,0.99995,0
video000118,no_fall,bed,nf_raw_b_3,1.244701,-0.143146,4.382348,0.070441,1.023855,-5.7e-05,0.996868,0.007295,1.6e-05,0.009944,0.999931,0
video000118,no_fall,chair,nf_raw_c_1,8.769918,7.721706,0.958933,0.467312,3.624996,-0.013138,0.531419,0.085461,0.002019,0.13196,0.99996,0
video000118,no_fall,chair,nf_raw_c_2,2.027645,0.501259,1.292553,-0.024518,1.404234,0.001169,0.82005,-0.033575,0.000605,0.067803,0.999959,0
video000118,no_fall,chair,nf_raw_c_3,1.276976,-0.325494,3.967156,-0.015507,1.041742,0.00598,0.73752,0.077695,0.0063,0.232526,0.999941,0
video000118,no_fall,stand,nf_raw_s_1,11.837358,1.842385,1.538695,0.03815,9.447531,0.010675,0.872315,-0.044405,0.000832,0.071322,0.999949,0
video000118,no_fall,stand,nf_raw_s_2,10.85565,-8.505315,1.370561,0.011733,4.45122,-0.007506,0.506824,0.124288,0.015695,0.324461,0.999961,0
video000118,no_fall,stand,nf_raw_s_3,176.954393,-173.366878,1.295038,0.620271,74.090052,0.012759,0.102371,0.129041,0.003807,0.188857,0.999968,0
video000119,no_fall,bed,nf_raw_b_1,69.230571,63.762172,0.0,-2.711297,30.031738,0.006028,0.621873,-0.032335,0.002693,0.163944,0.999968,0
video000119,no_fall,bed,nf_raw_b_2,44.635717,-0.445996,0.992795,0.074404,43.330825,0.003039,0.822996,0.02536,0.000398,0.049255,0.999947,0
video000119,no_fall,bed,nf_raw_b_3,0.801273,-0.426302,4.382925,-0.002698,0.463507,-0.000694,0.991743,-0.001877,1.1e-05,0.012881,0.999932,0
video000119,no_fall,chair,nf_raw_c_1,6.571244,0.992258,0.987065,0.023995,3.561562,-0.014011,0.53527,0.081823,0.001726,0.109086,0.999961,0
video000119,no_fall,chair,nf_raw_c_2,6.378426,-2.786236,1.251184,-0.039648,4.173859,0.000304,0.686823,0.001285,0.000371,0.080792,0.999963,0
video000119,no_fall,chair,nf_raw_c_3,1.963226,-0.032357,1.239826,0.009736,1.74467,0.000454,0.69609,-0.057505,0.025289,0.462017,0.999968,0
video000119,no_fall,stand,nf_raw_s_1,32.366259,0.06336,1.731533,-0.020116,24.217895,-0.005806,0.839692,-0.055609,0.002997,0.145283,0.99996,0
video000119,no_fall,stand,nf_raw_s_2,9.824279,-0.407878,1.643847,0.007742,9.582824,0.000353,0.848912,0.023,0.000115,0.034064,0.999951,0
video000119,no_fall,stand,nf_raw_s_3,5.81031,-4.722353,1.693831,0.672328,2.803626,-0.000587,0.338877,-0.039006,0.003651,0.165831,0.999962,0
video000120,no_fall,bed,nf_raw_b_1,5.103886,-2.129041,2.132137,1.636468,3.711048,0.00474,0.984198,0.209809,0.029353,0.469834,0.999946,0
video000120,no_fall,bed,nf_raw_b_2,176.945903,0.425165,1.165725,0.00856,175.67535,-0.001281,0.461524,-0.023504,0.00062,0.094454,0.99994,0
video000120,no_fall,bed,nf_raw_b_3,40.344048,26.218488,1.130127,-1.027436,25.4044,-0.002121,0.872121,-0.041444,0.000388,0.061607,0.999955,0
video000120,no_fall,chair,nf_raw_c_1,6.847249,-3.754691,0.852542,0.159084,4.349433,-0.01829,0.538478,0.03406,0.000388,0.061693,0.999959,0
video000120,no_fall,chair,nf_raw_c_2,6.385695,0.873797,1.280441,0.001751,5.847623,-0.000421,0.709291,-0.009596,8.6e-05,0.031818,0.999964,0
video000120,no_fall,chair,nf_raw_c_3,1.032523,0.782628,1.390977,0.012666,0.451868,-0.000537,0.725448,0.009728,0.00053,0.071874,0.999967,0
video000120,no_fall,stand,nf_raw_s_1,30.815869,-13.297333,1.612873,-0.201351,25.263893,0.009223,0.890737,-0.067415,0.004162,0.176997,0.999951,0
video000120,no_fall,stand,nf_raw_s_2,1.943754,0.619901,1.620624,-0.017976,1.637512,-0.00012,0.870257,0.010175,3.5e-05,0.015047,0.999948,0
video000120,no_fall,stand,nf_raw_s_3,179.877752,-170.446036,1.288636,0.898424,117.37262,0.006049,0.087438,-0.02581,0.003965,0.215988,0.999966,0
video000121,no_fall,bed,nf_raw_b_1,12.492565,-5.43899,0.0,-2.543657,5.653097,0.043594,0.744937,0.127126,0.005618,0.218213,0.999933,0
video000121,no_fall,bed,nf_raw_b_2,179.250356,-2.578012,1.200123,-0.040376,176.284011,0.00115,0.524893,-0.009842,7.1e-05,0.0354,0.999906,0
video000121,no_fall,bed,nf_raw_b_3,67.958598,66.286332,1.731934,0.236086,19.23585,-0.03905,0.976966,-0.004829,0.033274,0.632406,0.999946,0
video000121,no_fall,chair,nf_raw_c_1,6.824976,-5.462236,0.959075,0.07565,3.210117,-0.017104,0.616417,0.011275,0.005893,0.20578,0.999955,0
video000121,no_fall,chair,nf_raw_c_2,8.244486,2.447867,1.395434,0.011614,4.906821,-0.053444,0.577259,0.342274,0.02285,0.43581,0.999959,0
video000121,no_fall,chair,nf_raw_c_3,1.622028,-1.481267,1.312702,0.005101,0.972124,4.3e-05,0.75604,0.052235,0.000836,0.094285,0.999966,0
video000121,no_fall,stand,nf_raw_s_1,16.233061,1.999409,1.53569,-0.031982,14.235053,-0.005337,0.863757,0.011047,0.001393,0.117901,0.999961,0
video000121,no_fall,stand,nf_raw_s_2,6.820861,0.573104,1.580195,-0.000866,5.964329,0.00013,0.851955,0.007668,0.000386,0.065864,0.999943,0
video000121,no_fall,stand,nf_raw_s_3,171.097532,-170.065058,1.263986,0.513981,56.543699,0.019488,0.091833,-0.009217,0.000207,0.041095,0.999967,0
video000122,no_fall,bed,nf_raw_b_1,6.671504,2.223356,1.930688,0.3425,4.630368,0.005979,0.757905,0.183022,0.028408,0.511983,0.999961,0
video000122,no_fall,bed,nf_raw_b_2,25.091943,6.397238,1.550592,-0.03842,19.404057,-0.000232,0.823159,-0.020728,0.000203,0.032578,0.999962,0
video000122,no_fall,bed,nf_raw_b_3,5.311067,-0.864928,1.325702,0.578436,2.649713,-0.047485,0.992694,-0.025,0.003876,0.177706,0.999946,0
video000122,no_fall,chair,nf_raw_c_1,9.371789,-1.668393,1.113061,0.029092,4.953052,-0.018666,0.569816,-0.043117,0.000906,0.082686,0.999952,0
video000122,no_fall,chair,nf_raw_c_2,16.357209,2.428365,1.172523,-0.04176,13.187573,-0.000689,0.584106,0.031091,0.00065,0.068711,0.999969,0
video000122,no_fall,chair,nf_raw_c_3,6.180053,1.243918,1.202058,-0.009967,5.168178,0.000297,0.728336,0.004988,0.000101,0.029662,0.999966,0
video000122,no_fall,stand,nf_raw_s_1,9.81492,1.24713,1.642639,-0.033231,8.897301,-0.000531,0.825274,-0.055492,0.000718,0.088959,0.999957,0
video000122,no_fall,stand,nf_raw_s_2,2.803742,0.055647,1.620237,-0.037063,2.472562,0.003034,0.877757,0.011347,6.5e-05,0.021456,0.999944,0
video000122,no_fall,stand,nf_raw_s_3,15.697648,-14.456072,1.524365,1.101833,7.421959,-0.002783,0.313254,0.066911,0.001252,0.106631,0.999964,0
video000123,no_fall,bed,nf_raw_b_1,91.701064,28.560441,1.195201,-0.52817,75.052054,0.003107,0.638718,0.12894,0.012001,0.334082,0.99997,0
video000123,no_fall,bed,nf_raw_b_2,11.544464,-1.81657,1.3851,-0.002982,10.939519,-0.000993,0.789035,0.024615,0.000718,0.078269,0.99996,0
video000123,no_fall,bed,nf_raw_b_3,14.479904,9.49137,1.052949,0.026326,6.5864,-0.010805,0.981895,0.45152,0.098498,0.763142,0.999954,0
video000123,no_fall,chair,nf_raw_c_1,10.891403,-8.585224,0.850086,-0.104471,7.360585,-0.015043,0.601071,-0.066073,0.000949,0.087142,0.999959,0
video000123,no_fall,chair,nf_raw_c_2,8.411831,-8.256361,1.21283,0.020594,5.511895,0.001074,0.529037,0.040707,0.000451,0.062658,0.999969,0
video000123,no_fall,chair,nf_raw_c_3,3.906396,0.952867,1.325635,-0.003991,3.50651,0.001,0.685721,-4.8e-05,0.000133,0.031803,0.999954,0
video000123,no_fall,stand,nf_raw_s_1,16.572678,0.427459,1.648852,0.020877,16.15649,0.000172,0.876916,-0.017809,0.000502,0.05649,0.999948,0
video000123,no_fall,stand,nf_raw_s_2,9.974441,0.758177,2.577873,0.055871,9.089046,0.000807,0.742186,-0.034967,0.000661,0.068001,0.999964,0
video000123,no_fall,stand,nf_raw_s_3,4.525116,-0.433595,1.789889,0.071018,4.119548,-0.00539,0.607495,-0.036158,0.000721,0.068976,0.999939,0
video000124,no_fall,bed,nf_raw_b_1,90.792088,8.45831,0.541834,-0.386622,80.825736,-0.000674,0.89369,-0.153147,0.055134,0.820002,0.999935,0
video000124,no_fall,bed,nf_raw_b_2,44.461981,-2.647335,1.515918,0.027587,43.197252,-0.000327,0.821784,-0.00978,0.000133,0.038206,0.999959,0
video000124,no_fall,bed,nf_raw_b_3,98.912666,-21.409667,1.077964,-0.183883,44.903491,0.021076,0.959072,-0.054967,0.017805,0.458252,0.999936,0
video000124,no_fall,chair,nf_raw_c_1,15.503573,2.49137,0.822425,0.095466,12.365565,-0.026548,0.579601,-0.011164,0.002674,0.140707,0.999956,0
video000124,no_fall,chair,nf_raw_c_2,7.318211,3.800764,1.319222,0.012519,5.848542,0.000211,0.543275,0.134458,0.041529,0.709954,0.999969,0
video000124,no_fall,chair,nf_raw_c_3,3.490042,-0.528768,0.95621,-0.007407,2.811709,0.002216,0.657521,-0.00855,8.9e-05,0.034993,0.999965,0
video000124,no_fall,stand,nf_raw_s_1,1.979971,-0.270931,5.571665,-0.124337,1.804274,-0.00034,0.706071,0.004523,1.6e-05,0.009615,0.999956,0
video000124,no_fall,stand,nf_raw_s_2,7.61028,0.515255,2.663031,0.014774,6.718655,0.000147,0.805073,0.009266,7.3e-05,0.022135,0.999962,0
video000124,no_fall,stand,nf_raw_s_3,29.091589,-0.853606,1.401436,0.021418,28.571904,0.00012,0.744124,-0.005864,0.000903,0.097204,0.999965,0
video000125,no_fall,bed,nf_raw_b_1,82.671254,66.647259,0.435826,-2.017024,54.133827,-0.011952,0.9633,0.297711,0.024788,0.494176,0.99993,0
video000125,no_fall,bed,nf_raw_b_2,175.686681,-6.180024,0.419261,0.022158,39.299662,0.005303,0.875917,-0.002398,0.000968,0.111827,0.999954,0
video000125,no_fall,bed,nf_raw_b_3,158.940833,27.993658,0.821921,-0.341947,59.661392,-0.082657,0.660161,-0.362399,0.033594,0.523691,0.999952,0
video000125,no_fall,chair,nf_raw_c_1,4.249508,0.930506,1.095329,-0.017886,2.635385,-0.005704,0.598449,-0.14632,0.00672,0.242302,0.999956,0
video000125,no_fall,chair,nf_raw_c_2,8.126831,-7.133743,1.363342,0.00157,3.296982,0.000352,0.538431,-0.006831,0.00034,0.054544,0.999969,0
video000125,no_fall,chair,nf_raw_c_3,25.440417,-1.068433,2.130966,0.017527,24.343318,-5.1e-05,0.661983,-0.009364,0.000205,0.043126,0.999961,0
video000125,no_fall,stand,nf_raw_s_1,1.561024,0.346435,4.348088,0.160943,1.424783,-0.000253,0.709152,-0.004692,2.7e-05,0.020206,0.999963,0
video000125,no_fall,stand,nf_raw_s_2,13.548865,1.545279,2.533152,0.048063,12.164937,0.001881,0.795961,-0.024657,0.000651,0.059835,0.999964,0
video000125,no_fall,stand,nf_raw_s_3,27.470668,19.10249,1.713799,0.344699,21.164703,-0.020863,0.691913,0.181878,0.126235,0.915064,0.999966,0
video000126,no_fall,bed,nf_raw_b_1,57.629048,12.961813,1.030652,-0.411253,51.246201,-0.00364,0.931777,0.064508,0.004068,0.151691,0.999949,0
video000126,no_fall,bed,nf_raw_b_2,154.239817,29.779599,0.592508,0.638257,149.635709,0.038362,0.5669,-0.088368,0.021647,0.353774,0.999941,0
video000126,no_fall,bed,nf_raw_b_3,55.210097,47.96654,0.782656,-0.08345,35.907334,-0.05911,0.751015,-0.15987,0.035354,0.505678,0.999945,0
video000126,no_fall,chair,nf_raw_c_1,8.539329,-0.87097,0.894049,0.215431,4.193532,-0.007898,0.578613,-0.054669,0.001155,0.093495,0.99995,0
video000126,no_fall,chair,nf_raw_c_2,10.094397,1.414916,1.138004,-0.01328,7.135932,-0.000145,0.529213,0.027971,0.001932,0.131526,0.999969,0
video000126,no_fall,chair,nf_raw_c_3,25.080325,3.321836,1.202541,-0.006958,23.27821,0.000201,0.781833,0.07786,0.00169,0.13481,0.999961,0
video000126,no_fall,stand,nf_raw_s_1,1.445557,0.010086,4.227752,-0.037199,1.234766,-0.000419,0.724977,-0.015574,0.000136,0.037041,0.999964,0
video000126,no_fall,stand,nf_raw_s_2,5.579925,2.027091,1.294607,0.009204,3.094013,-0.033731,0.512241,0.306179,0.0214,0.398445,0.999962,0
video000126,no_fall,stand,nf_raw_s_3,19.003056,-0.059292,1.186857,-0.00804,18.112609,-0.000534,0.75913,-0.035712,0.003636,0.23346,0.999968,0
video000127,no_fall,bed,nf_raw_b_1,74.105777,16.477508,0.972194,-0.387416,64.23573,-0.014501,0.959449,0.008482,0.000207,0.040195,0.999944,0
video000127,no_fall,bed,nf_raw_b_2,146.451387,-2.394927,1.168149,0.042113,139.100274,0.000406,0.469934,-0.007522,0.000249,0.072765,0.999958,0
video000127,no_fall,bed,nf_raw_b_3,34.98729,19.687726,1.418542,-0.769892,14.353884,-0.033521,0.901008,0.593224,0.081188,0.784659,0.999938,0
video000127,no_fall,chair,nf_raw_c_1,12.528825,-4.107929,0.763216,0.37025,6.049414,-0.006323,0.468215,0.358439,0.014084,0.437605,0.999954,0
video000127,no_fall,chair,nf_raw_c_2,22.753874,5.831669,1.353793,-0.02664,18.938358,-0.000795,0.66346,-0.061477,0.010692,0.279464,0.99997,0
video000127,no_fall,chair,nf_raw_c_3,1.680135,1.437575,4.641216,0.073314,0.726437,0.000517,0.730369,-0.007756,7.3e-05,0.021586,0.999964,0
video000127,no_fall,stand,nf_raw_s_1,1.715352,-0.015227,4.123139,-0.236932,1.564814,-0.000468,0.70783,0.007015,0.001097,0.103254,0.999963,0
video000127,no_fall,stand,nf_raw_s_2,9.053972,0.23386,2.578012,0.009338,8.760626,0.000647,0.777821,0.002591,8.9e-05,0.028138,0.999965,0
video000127,no_fall,stand,nf_raw_s_3,9.643041,-2.346041,1.716575,-0.046704,7.934643,-0.000114,0.580568,-0.026122,9.7e-05,0.032575,0.999972,0
video000128,no_fall,bed,nf_raw_b_1,74.761574,62.005658,0.883099,-1.238325,52.73479,-0.015991,0.975258,0.043326,0.000394,0.060887,0.999941,0
video000128,no_fall,bed,nf_raw_b_2,171.45189,0.027242,1.047581,0.007364,170.393089,0.000377,0.488614,0.032081,0.000215,0.039648,0.99993,0
video000128,no_fall,bed,nf_raw_b_3,83.782343,-36.555752,0.524384,-0.1975,29.812749,0.026237,0.762913,-0.050467,0.107233,0.856743,0.999949,0
video000128,no_fall,chair,nf_raw_c_1,8.930056,3.724681,0.763947,-0.044811,5.933776,-0.006274,0.530618,0.074347,0.001674,0.114151,0.999965,0
video000128,no_fall,chair,nf_raw_c_2,5.012828,4.777946,1.265988,0.104432,1.910691,-0.001691,0.671648,-0.100289,0.002463,0.140042,0.99997,0
video000128,no_fall,chair,nf_raw_c_3,2.023656,1.175004,3.619496,-0.056602,1.538407,-0.002645,0.630947,0.0116,8e-05,0.023655,0.999968,0
video000128,no_fall,stand,nf_raw_s_1,2.048264,1.309094,3.065022,0.73208,1.21993,-0.035311,0.617341,-0.027706,0.001025,0.082845,0.999962,0
video000128,no_fall,stand,nf_raw_s_2,15.892105,0.527855,2.411136,-0.061184,14.733733,-2.3e-05,0.804146,-0.091605,0.001376,0.128662,0.999963,0
video000128,no_fall,stand,nf_raw_s_3,16.697043,1.766321,1.751798,0.365604,13.489233,-0.005372,0.867495,0.084137,0.015171,0.318742,0.999948,0
video000129,no_fall,bed,nf_raw_b_1,113.023514,24.381122,0.623215,-0.148491,101.209938,0.00891,0.705043,0.060234,0.007515,0.243917,0.999959,0
video000129,no_fall,bed,nf_raw_b_2,178.966807,-101.629535,0.693844,-0.004176,120.274307,-0.000248,0.976821,0.003507,8e-06,0.00939,0.999853,0
video000129,no_fall,bed,nf_raw_b_3,83.907956,-2.372895,0.362027,0.116589,77.957614,0.003295,0.933522,0.016831,0.011644,0.362599,0.999866,0
video000129,no_fall,chair,nf_raw_c_1,10.938548,-2.459715,0.850906,0.42986,5.71333,-0.004896,0.564608,0.00027,0.000636,0.075858,0.999945,0
video000129,no_fall,chair,nf_raw_c_2,0.418771,0.115474,1.273543,0.011515,0.241123,-0.000157,0.676433,-0.066391,0.001149,0.104305,0.999969,0
video000129,no_fall,chair,nf_raw_c_3,3.995972,-2.18504,2.236765,0.874143,3.336499,-0.086389,0.691557,-0.436275,0.026544,0.449278,0.999962,0
video000129,no_fall,stand,nf_raw_s_1,0.454683,0.108335,3.598932,0.361946,0.327452,-0.02275,0.658196,0.082607,0.001753,0.111603,0.999962,0
video000129,no_fall,stand,nf_raw_s_2,8.034473,1.623264,2.476881,0.026627,6.757646,-0.003166,0.816806,0.076395,0.003245,0.143194,0.999964,0
video000129,no_fall,stand,nf_raw_s_3,21.884352,-5.338842,1.639875,0.471996,19.372722,0.003963,0.846689,0.106443,0.007514,0.21227,0.999955,0
video000130,no_fall,bed,nf_raw_b_1,117.829671,-6.815196,0.414505,-0.158144,110.140952,0.023274,0.568293,-0.045644,0.005438,0.218827,0.999961,0
video000130,no_fall,bed,nf_raw_b_2,143.89568,1.448446,1.218827,-0.01286,140.646859,-0.002247,0.49658,-0.032222,0.000513,0.054694,0.999953,0
video000130,no_fall,bed,nf_raw_b_3,85.031607,-5.271424,0.337332,0.073412,79.892276,0.00627,0.936311,0.104584,0.00247,0.133252,0.999821,0
video000130,no_fall,chair,nf_raw_c_1,4.218695,3.620916,0.838922,0.004467,2.949999,-0.012013,0.548837,0.017811,0.000815,0.079613,0.99995,0
video000130,no_fall,chair,nf_raw_c_2,9.075678,3.909249,1.387269,0.034282,6.504457,-0.000309,0.658408,0.01774,0.001121,0.113904,0.99997,0
video000130,no_fall,chair,nf_raw_c_3,1.497075,1.039379,2.598712,-0.546647,0.611098,-0.001735,0.74337,0.088366,0.027402,0.410275,0.999959,0
video000130,no_fall,stand,nf_raw_s_1,0.831357,0.141888,4.444311,0.145144,0.643361,0.000302,0.732353,-0.095187,0.001855,0.147013,0.999961,0
video000130,no_fall,stand,nf_raw_s_2,6.248856,-2.211509,2.583513,-0.021856,4.898238,0.000552,0.865825,-0.020551,0.000587,0.091906,0.999958,0
video000130,no_fall,stand,nf_raw_s_3,19.732829,-0.358917,1.656772,0.023263,18.676075,-0.000137,0.855229,-0.024378,0.000975,0.104806,0.999945,0
video000131,no_fall,bed,nf_raw_b_1,108.231441,55.179871,0.54215,-0.414769,83.471839,0.013844,0.804728,0.074117,0.004941,0.20192,0.999951,0
video000131,no_fall,bed,nf_raw_b_2,1.536944,-0.120402,5.177045,-0.069795,1.347632,-0.000342,0.944065,0.008459,0.000254,0.050616,0.999939,0
video000131,no_fall,bed,nf_raw_b_3,80.602795,75.585198,0.340842,-1.827158,45.062176,-0.006653,0.978643,0.218175,0.02768,0.517163,0.99993,0
video000131,no_fall,chair,nf_raw_c_1,9.512356,7.250184,1.848386,-0.74413,4.355446,-0.021427,0.652965,0.219343,0.007909,0.26927,0.999966,0
video000131,no_fall,chair,nf_raw_c_2,1.033318,-0.7407,1.297834,0.001503,0.535419,0.000217,0.6284,-0.041771,0.000365,0.058232,0.99997,0
video000131,no_fall,chair,nf_raw_c_3,7.03073,-2.061469,2.85703,-0.061266,5.731484,0.009841,0.719205,-0.041766,0.002017,0.129977,0.999953,0
video000131,no_fall,stand,nf_raw_s_1,1.514754,-0.179472,4.348785,0.048034,1.419908,0.000113,0.721082,-0.046805,0.002521,0.157008,0.999962,0
video000131,no_fall,stand,nf_raw_s_2,5.605276,0.603286,2.667007,0.006839,5.036552,-0.000232,0.883727,-0.040912,0.002185,0.108394,0.999957,0
video000131,no_fall,stand,nf_raw_s_3,29.87764,-11.738115,1.537108,-0.198526,28.679349,0.003176,0.891241,0.070213,0.000717,0.098317,0.999943,0
video000132,no_fall,bed,nf_raw_b_1,111.242837,63.868171,0.644274,-0.422928,70.305903,0.009317,0.85503,-0.231843,0.009039,0.321419,0.999944,0
video000132,no_fall,bed,nf_raw_b_2,0.50705,0.284851,5.049442,0.049506,0.207531,-6e-05,0.980793,0.000322,0.000322,0.058013,0.999934,0
video000132,no_fall,bed,nf_raw_b_3,90.679015,-3.576957,0.360344,-0.015474,81.937804,0.003682,0.930672,0.022768,0.000325,0.053695,0.999821,0
video000132,no_fall,chair,nf_raw_c_1,14.006267,7.850881,0.888163,-0.304896,8.897352,-0.003395,0.616557,0.149245,0.009419,0.269769,0.999966,0
video000132,no_fall,chair,nf_raw_c_2,8.720591,-1.119061,1.153627,0.425585,3.662955,-0.111993,0.641479,0.353823,0.021269,0.420961,0.999955,0
video000132,no_fall,chair,nf_raw_c_3,16.658378,-13.216459,1.379629,-0.072548,11.023804,8.6e-05,0.585251,-0.032626,0.000179,0.053467,0.999972,0
video000132,no_fall,stand,nf_raw_s_1,1.812956,0.39128,4.228462,-0.030957,1.53271,-0.000487,0.718639,0.015986,0.001284,0.158073,0.999963,0
video000132,no_fall,stand,nf_raw_s_2,2.152177,-0.268398,2.221419,0.409202,1.448529,0.000613,0.92695,-0.046663,0.000325,0.053912,0.999944,0
video000132,no_fall,stand,nf_raw_s_3,15.715581,0.315193,1.477503,0.015938,15.291252,-0.000141,0.859851,0.005438,0.000286,0.060126,0.999952,0
video000133,no_fall,bed,nf_raw_b_1,102.268727,29.933836,0.629241,-0.289567,85.565496,0.006003,0.702599,-0.150643,0.00851,0.259708,0.999962,0
video000133,no_fall,bed,nf_raw_b_2,1.256654,-0.143015,4.403016,-0.037456,1.003794,0.000616,0.995075,-0.029106,0.000141,0.037783,0.999929,0
video000133,no_fall,bed,nf_raw_b_3,64.750286,50.095038,1.018394,-1.161269,40.94032,-0.020958,0.973516,0.213165,0.044586,0.587737,0.999942,0
video000133,no_fall,chair,nf_raw_c_1,13.889492,-4.53682,0.997896,0.248758,8.657144,0.001656,0.61023,0.103838,0.008872,0.281201,0.999965,0
video000133,no_fall,chair,nf_raw_c_2,6.102631,-0.057396,1.375031,-0.00776,5.763178,0.000437,0.636187,0.002533,0.000972,0.112139,0.999969,0
video000133,no_fall,chair,nf_raw_c_3,149.259592,14.692407,1.975265,-0.979324,52.937217,-0.068111,0.952213,0.051161,0.001697,0.122619,0.999939,0
video000133,no_fall,stand,nf_raw_s_1,1.804793,0.496444,4.337463,0.051075,1.558422,0.000256,0.725285,-0.063251,0.001537,0.124047,0.999963,0
video000133,no_fall,stand,nf_raw_s_2,1.325216,-0.518253,2.681986,1.942819,0.785092,-0.000558,0.763124,0.116495,0.033733,0.459646,0.999948,0
video000133,no_fall,stand,nf_raw_s_3,11.258456,0.403919,1.982793,-0.000627,10.505054,0.003703,0.588248,-0.010195,0.000116,0.032338,0.999971,0
video000134,no_fall,bed,nf_raw_b_1,94.556665,16.380739,0.413499,-0.107674,78.939526,-0.002295,0.533456,0.021092,0.000627,0.072015,0.999969,0
video000134,no_fall,bed,nf_raw_b_2,6.527967,0.777452,3.781881,-0.096022,5.780038,-4e-06,0.992835,0.008847,0.000217,0.044221,0.999928,0
video000134,no_fall,bed,nf_raw_b_3,60.692541,32.108109,1.165744,-1.987888,41.320235,0.013292,0.947775,-0.434008,0.062252,0.642707,0.99994,0
video000134,no_fall,chair,nf_raw_c_1,5.572111,3.787968,1.729511,0.076975,3.111606,-0.001089,0.744875,-0.058984,0.00245,0.145319,0.999961,0
video000134,no_fall,chair,nf_raw_c_2,13.777823,-1.875526,1.30655,-0.00396,12.2955,-0.000351,0.565882,0.050493,0.000532,0.078059,0.999972,0
video000134,no_fall,chair,nf_raw_c_3,21.006292,4.781292,2.769736,-0.801123,6.77451,-0.033719,0.972287,0.014499,0.000118,0.031274,0.999946,0
video000134,no_fall,stand,nf_raw_s_1,0.584348,0.207653,4.263908,-0.031202,0.269001,0.000302,0.718221,0.023218,0.00071,0.077884,0.999961,0
video000134,no_fall,stand,nf_raw_s_2,3.845072,-0.406781,2.089948,0.911755,3.194813,-0.003826,0.875712,-0.026154,0.000197,0.037989,0.999949,0
video000134,no_fall,stand,nf_raw_s_3,13.702747,2.176953,1.710509,-0.074334,12.40475,-0.000629,0.536556,-0.000615,4.6e-05,0.022451,0.999972,0
video000135,no_fall,bed,nf_raw_b_1,53.964656,49.06702,1.270804,-0.590138,22.189956,-0.018727,0.669172,0.06859,0.008397,0.295321,0.999967,0
video000135,no_fall,bed,nf_raw_b_2,1.781794,-0.288252,4.572286,0.204782,1.388305,-0.000294,0.989784,0.004358,2.7e-05,0.019039,0.999931,0
video000135,no_fall,bed,nf_raw_b_3,81.789517,49.697246,0.779925,-0.54569,59.942066,-0.004747,0.896683,-0.323878,0.02172,0.527802,0.999924,0
video000135,no_fall,chair,nf_raw_c_1,13.877363,5.569952,0.953758,0.118361,8.097507,-0.005784,0.632884,-0.071882,0.004481,0.184694,0.999966,0
video000135,no_fall,chair,nf_raw_c_2,10.69295,-1.648702,1.370729,0.015992,9.607957,-0.000386,0.60921,-0.148987,0.031478,0.490297,0.999972,0
video000135,no_fall,chair,nf_raw_c_3,66.34178,-34.83788,1.406314,-1.201955,28.167682,-0.024349,0.766572,0.448286,0.050197,0.624226,0.999961,0
video000135,no_fall,stand,nf_raw_s_1,11.628519,-2.285415,1.855589,0.042767,10.495379,-0.000511,0.653081,-0.027586,0.000906,0.086233,0.999966,0
video000135,no_fall,stand,nf_raw_s_2,6.183713,3.903126,1.885132,1.104986,3.99194,-0.012684,0.974574,0.005762,3e-05,0.013696,0.999943,0
video000135,no_fall,stand,nf_raw_s_3,6.174695,2.252755,2.085601,0.012894,3.795519,-0.000292,0.56814,-0.028199,0.000506,0.055092,0.999971,0
video000136,no_fall,bed,nf_raw_b_1,31.838409,11.412625,0.885191,-0.416949,17.981193,-0.011976,0.818866,0.085352,0.001677,0.133576,0.999964,0
video000136,no_fall,bed,nf_raw_b_2,82.197803,-1.216808,0.492519,-0.035244,16.078203,-0.006635,0.930972,0.085647,0.016623,0.334891,0.999934,0
video000136,no_fall,bed,nf_raw_b_3,58.077346,8.724082,0.689084,-0.77006,48.359537,0.014939,0.939778,0.085642,0.002476,0.129235,0.99993,0
video000136,no_fall,chair,nf_raw_c_1,26.58657,-0.081092,1.279994,0.004066,26.042911,-0.000219,0.409544,-0.001777,6.3e-05,0.022651,0.999952,0
video000136,no_fall,chair,nf_raw_c_2,4.467144,-3.835067,0.732861,-0.393567,1.907018,-0.002746,0.693531,-0.036408,0.001601,0.178428,0.999955,0
video000136,no_fall,chair,nf_raw_c_3,12.168841,0.771908,2.040151,1.042156,4.080391,-0.013937,0.980793,-0.116488,0.00369,0.189132,0.999947,0
video000136,no_fall,stand,nf_raw_s_1,1.814739,-0.656825,5.669521,0.36611,1.481826,0.000111,0.790594,0.164043,0.007491,0.320465,0.999956,0
video000136,no_fall,stand,nf_raw_s_2,12.249309,-0.84656,2.734646,0.412206,3.786731,0.014976,0.987925,-0.022442,0.000272,0.040365,0.999936,0
video000136,no_fall,stand,nf_raw_s_3,22.982452,-1.957789,2.141066,0.111409,19.441241,0.000101,0.621382,-0.014159,0.000629,0.11229,0.999962,0
video000137,no_fall,bed,nf_raw_b_1,99.763072,89.383992,0.690802,-0.562779,70.798333,-0.0002,0.747313,0.113747,0.009069,0.332792,0.999965,0
